state,ccn,facility_name,street_address,city,zip_code,fips_county,provider_subtype,reporting_source,dates_with_missing_data,certified_bed_count,component_hospitals,week_ending,days_at_100%,percentage_of_required_fields_reported,hospital_required_to_report_wed_only,total_beds,all_adult_hospital_beds,inpatient_beds,all_adult_hospital_inpatient_beds,inpatient_beds_used,all_adult_hospital_inpatient_bed_occupied,total_icu_beds,total_staffed_adult_icu_beds,icu_beds_used,staffed_adult_icu_bed_occupancy,total_ventilators,ventilators_used,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid,inpatient_ventilators_used_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_covid,hospital_onset_covid,overflow_covid,overflow_ventilators_used_covid,deaths_covid,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_all,previous_day_admission_adult_covid_confirmed_all,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_suspected,previous_day_total_ed_visits,previous_day_covid_ed_visits,total_patients_hospitalized_confirmed_influenza,previous_day_admission_influenza_confirmed,icu_patients_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,previous_day_deaths_influenza,previous_day_deaths_covid_and_influenza,previous_day_remdesivir_used,on_hand_supply_remdesivir_vials,critical_staffing_shortage_today,critical_staffing_shortage_anticipated_within_week,ppe_supply_management_source,on_hand_ventilator_supplies_in_days,n95_respirators_days_available,on_hand_supply_of_surgical_masks_in_days,on_hand_supply_of_eye_protection_in_days,on_hand_supply_of_single_use_surgical_gowns_in_days,on_hand_supply_of_gloves_in_days,able_to_obtain_ventilator_supplies,able_to_obtain_ventilator_medications,able_to_obtain_n95_masks,able_to_obtain_paprs,able_to_obtain_surgical_masks,able_to_obtain_eye_protection,able_to_obtain_single_use_gowns,able_to_obtain_gloves,able_to_maintain_ventilator_supplies,able_to_maintain_ventilator_medications,able_to_maintain_n95_masks,able_to_maintain_paprs,able_to_maintain_surgical_masks,able_to_maintain_eye_protection,able_to_maintain_single_use_gowns,able_to_maintain_gloves,able_to_maintain_lab_nasal_pharyngeal_swabs,able_to_maintain_lab_nasal_swabs,able_to_maintain_lab_viral_transport_media,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,on_hand_supply_therapeutic_b_bamlanivimab_courses,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_personnel_covid_vaccinated_doses_administered,total_personnel_covid_vaccinated_doses_none,total_personnel_covid_vaccinated_doses_one,total_personnel_covid_vaccinated_doses_all,total_personnel,previous_week_patients_covid_vaccinated_doses_one,previous_week_patients_covid_vaccinated_doses_all,Georeference
MA,222027,NEW ENGLAND SINAI HOSPITAL,150 YORK STREET,STOUGHTON,2072.0,21,Long Term,tt,['2022-04-03'],212,1,04/07/2022 12:00:00 AM,6,0.866,false,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,Yes,false,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-71.097861 42.143474)
AL,010052,LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,DADEVILLE,36853.0,123,Short Term,state,[],46,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-85.741632 32.818415)
FL,100032,BAYFRONT HEALTH ST PETERSBURG,701 6TH ST S,SAINT PETERSBURG,33701.0,103,Short Term,tt,[],480,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,No,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-82.641663 27.763222)
NY,330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,14424.0,69,Short Term,tt,[],113,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-77.289924 42.874927)
WA,501316,KLICKITAT VALLEY HOSPITAL,310 SOUTH ROOSEVELT ST,GOLDENDALE,98620.0,39,Critical Access Hospitals,tt,[],25,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,Yes,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-120.812299 45.820239)
CA,054133,DEPT OF STATE HOSPITALS - METROPOLITAN - PSY,11401 S NORWALK BLVD,NORWALK,90650.0,37,Psychiatric,tt,[],46,1,04/07/2022 12:00:00 AM,7,1,true,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,true,
TX,450085,GRAHAM REGIONAL MEDICAL CENTER,1301 MONTGOMERY ROAD,GRAHAM,76450.0,503,Short Term,tt,[],37,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,No,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-98.584356 33.089976)
NM,322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,ALBUQUERQUE,87108.0,1,Long Term,tt,[],25,1,04/07/2022 12:00:00 AM,7,1,false,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,0.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,Yes,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-106.581048 35.058248)
SD,431331,AVERA DELLS AREA HOSPITAL  - CAH,909 N IOWA AVE,DELL RAPIDS,57022.0,99,Critical Access Hospitals,tt,[],23,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-96.715344 43.828604)
MN,241314,JOHNSON MEMORIAL HOSPITAL,1282 WALNUT STREET,DAWSON,56232.0,73,Critical Access Hospitals,tt,[],23,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-96.067155 44.930972)
TX,670034,SCOTT & WHITE HOSPITAL-ROUND ROCK,300 UNIVERSITY BLVD,ROUND ROCK,78664.0,491,Short Term,tt,[],101,3,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,No,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-97.685129 30.560223)
OH,361334,ADENA PIKE MEDICAL CENTER,100 DAWN LANE,WAVERLY,45690.0,131,Critical Access Hospitals,tt,[],25,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-83.005829 39.116615)
MI,230216,MCLAREN PORT HURON,1221 PINE GROVE AVE,PORT HURON,48060.0,147,Short Term,tt,[],163,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,true,false,true,true,true,true,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,POINT (-82.427732 42.986601)
TX,450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,1400 EIGHTH AVE,FORT WORTH,76104.0,439,Short Term,tt,[],538,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,No,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-97.343728 32.730636)
CA,050211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,94501.0,1,Short Term,tt,[],145,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,POINT (-122.253657 37.763281)
ND,351322,ASHLEY MEDICAL CENTER,612 CENTER AVENUE N,ASHLEY,58413.0,51,Critical Access Hospitals,state,[],20,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-99.371715 46.040188)
NY,330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,14895.0,3,Short Term,tt,[],49,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-77.950013 42.123016)
NY,330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,10021.0,61,Short Term,tt,[],205,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-73.953127 40.764866)
NY,331317,LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,13367.0,49,Critical Access Hospitals,tt,[],25,1,04/07/2022 12:00:00 AM,7,1,false,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,3.0,3.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,POINT (-75.498244 43.795989)
CA,050674,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,95823.0,67,Short Term,tt,[],241,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-121.42392 38.471578)
CA,052046,KINDRED HOSPITAL PARAMOUNT,16453  COLORADO AVENUE,PARAMOUNT,90723.0,37,Long Term,tt,[],177,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-118.161429 33.884768)
TX,450825,CORNERSTONE REGIONAL HOSPITAL,2302 CORNERSTONE BOULEVARD,EDINBURG,78539.0,215,Short Term,tt,[],14,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-98.199164 26.263096)
KY,181327,MARSHALL COUNTY HOSPITAL,615 OLD SYMSONIA ROAD,BENTON,42025.0,157,Critical Access Hospitals,state,[],25,1,04/07/2022 12:00:00 AM,7,1,false,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,0.0,0.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-88.368559 36.868506)
IL,141337,OSF SAINT CLARE MEDICAL CENTER,530 PARK AVENUE EAST,PRINCETON,61356.0,11,Critical Access Hospitals,tt,[],25,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,POINT (-89.455835 41.368009)
KS,171341,AMBERWELL HIAWATHA,300 UTAH STREET,HIAWATHA,66434.0,13,Critical Access Hospitals,tt,[],25,1,04/07/2022 12:00:00 AM,7,1,false,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,false,true,true,false,true,true,POINT (-95.531196 39.85182)
MO,260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,65775.0,91,Short Term,tt,[],112,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,POINT (-91.875554 36.737909)
OH,360011,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,MARION,43302.0,101,Short Term,tt,[],389,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-83.129535 40.572149)
TX,452056,PAM  SPECIALTY HOSPITAL OF VICTORIA SOUTH,506 EAST SAN ANTONIO STREET  3RD FLOOR,VICTORIA,77901.0,469,Long Term,tt,[],23,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,No,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-96.998409 28.807646)
NY,334021,MOHAWK VALLEY PSYCHIATRIC CENTER,1400 NOYES ST,UTICA,13502.0,65,Psychiatric,tt,['2022-04-06'],189,1,04/07/2022 12:00:00 AM,0,0,true,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,POINT (-75.260626 43.102249)
IN,151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,47882.0,153,Critical Access Hospitals,tt,[],25,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,POINT (-87.409081 39.126314)
LA,193074,UNITED MEDICAL HEALTHWEST-NEW ORLEANS,"3201 WALL BLVD, STE B",GRETNA,70056.0,51,Rehabilitation,state,[],26,2,04/07/2022 12:00:00 AM,7,1,true,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-90.031357 29.86585)
IN,153030,REHABILITATION HOSPITAL OF FORT WAYNE GENERAL PAR,7970 W JEFFERSON BLVD,FORT WAYNE,46804.0,3,Rehabilitation,tt,[],36,1,04/07/2022 12:00:00 AM,7,1,true,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,POINT (-85.245196 41.037873)
TX,450584,WILBARGER GENERAL HOSPITAL,920 HILLCREST DR,VERNON,76384.0,487,Short Term,tt,[],28,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,No,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-99.313442 34.159722)
NY,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,10595.0,119,Short Term,tt,[],895,2,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-73.803701 41.087189)
OK,370225,"SUMMIT MEDICAL CENTER, LLC",1800 SOUTH RENAISSANCE BOULEVARD,EDMOND,73013.0,109,Short Term,tt,"['2022-04-04', '2022-04-05', '2022-04-06', '2022-04-07']",15,1,04/07/2022 12:00:00 AM,3,0.401,false,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,No,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,POINT (-97.499435 35.635521)
